location,datetime,sensorType,value
Organic Ossi's Impact That Lasts plantase,2019-01-13T05:08:24.534Z,temperature,-20.7
Organic Ossi's Impact That Lasts plantase,2019-01-13T03:41:21.823Z,temperature,-20.9
Organic Ossi's Impact That Lasts plantase,2019-01-13T15:07:49.690Z,temperature,-19.4
Organic Ossi's Impact That Lasts plantase,2019-01-13T17:05:07.212Z,temperature,-21.3
Organic Ossi's Impact That Lasts plantase,2019-01-13T06:31:33.068Z,temperature,-19.3
Organic Ossi's Impact That Lasts plantase,2019-01-13T13:27:44.063Z,temperature,-20.2
Organic Ossi's Impact That Lasts plantase,2019-01-13T13:40:44.129Z,temperature,-20.2
Organic Ossi's Impact That Lasts plantase,2019-01-14T13:40:44.129Z,pH,6.46
Organic Ossi's Impact That Lasts plantase,2019-01-14T13:40:44.129Z,rainFall,0
Organic Ossi's Impact That Lasts plantase,2019-01-14T13:29:26.233Z,temperature,-11.8
Organic Ossi's Impact That Lasts plantase,2019-01-14T17:06:38.515Z,temperature,-13.6
Organic Ossi's Impact That Lasts plantase,2019-01-14T19:50:43.030Z,temperature,-15.1
Organic Ossi's Impact That Lasts plantase,2019-01-14T08:45:07.215Z,temperature,-12.8
Organic Ossi's Impact That Lasts plantase,2019-01-13T23:50:16.298Z,temperature,-15.9
Organic Ossi's Impact That Lasts plantase,2019-01-14T17:09:41.013Z,temperature,-14.7
Organic Ossi's Impact That Lasts plantase,2019-01-15T17:09:41.013Z,pH,6.61
Organic Ossi's Impact That Lasts plantase,2019-01-15T17:09:41.013Z,rainFall,3.0
Organic Ossi's Impact That Lasts plantase,2019-01-15T03:45:59.166Z,temperature,-7.1
Organic Ossi's Impact That Lasts plantase,2019-01-15T10:41:40.017Z,temperature,-5.1
Organic Ossi's Impact That Lasts plantase,2019-01-15T04:22:39.584Z,temperature,-6.9
Organic Ossi's Impact That Lasts plantase,2019-01-15T03:49:28.008Z,temperature,-8.3
Organic Ossi's Impact That Lasts plantase,2019-01-15T05:58:55.191Z,temperature,-6.2
Organic Ossi's Impact That Lasts plantase,2019-01-15T05:45:10.652Z,temperature,-6.3
Organic Ossi's Impact That Lasts plantase,2019-01-15T21:04:24.998Z,temperature,-10.1
Organic Ossi's Impact That Lasts plantase,2019-01-16T21:04:24.998Z,pH,6.44
Organic Ossi's Impact That Lasts plantase,2019-01-16T21:04:24.998Z,rainFall,167.8
Organic Ossi's Impact That Lasts plantase,2019-01-16T08:22:51.658Z,temperature,-14.5
Organic Ossi's Impact That Lasts plantase,2019-01-16T13:54:54.826Z,temperature,-14.6
Organic Ossi's Impact That Lasts plantase,2019-01-16T04:57:35.078Z,temperature,-16.4
Organic Ossi's Impact That Lasts plantase,2019-01-16T13:22:35.633Z,temperature,-14.0
Organic Ossi's Impact That Lasts plantase,2019-01-16T10:32:46.777Z,temperature,-13.3
Organic Ossi's Impact That Lasts plantase,2019-01-16T00:02:53.506Z,temperature,-18.1
Organic Ossi's Impact That Lasts plantase,2019-01-16T12:46:54.325Z,temperature,-14.7
Organic Ossi's Impact That Lasts plantase,2019-01-16T19:25:49.273Z,temperature,-16.2
Organic Ossi's Impact That Lasts plantase,2019-01-17T19:25:49.273Z,pH,6.88
Organic Ossi's Impact That Lasts plantase,2019-01-17T19:25:49.273Z,rainFall,3.9
Organic Ossi's Impact That Lasts plantase,2019-01-17T17:36:59.614Z,temperature,-12.5
Organic Ossi's Impact That Lasts plantase,2019-01-17T21:17:25.759Z,temperature,-15.3
Organic Ossi's Impact That Lasts plantase,2019-01-17T03:51:36.167Z,temperature,-13.0
Organic Ossi's Impact That Lasts plantase,2019-01-17T09:29:06.612Z,temperature,-11.4
Organic Ossi's Impact That Lasts plantase,2019-01-18T09:29:06.612Z,pH,7.10
Organic Ossi's Impact That Lasts plantase,2019-01-18T09:29:06.612Z,rainFall,3.6
Organic Ossi's Impact That Lasts plantase,2019-01-18T03:13:03.865Z,temperature,-20.5
Organic Ossi's Impact That Lasts plantase,2019-01-18T08:14:52.706Z,temperature,-17.5
Organic Ossi's Impact That Lasts plantase,2019-01-18T00:57:45.584Z,temperature,-22.4
Organic Ossi's Impact That Lasts plantase,2019-01-19T00:57:45.584Z,pH,7.03
Organic Ossi's Impact That Lasts plantase,2019-01-19T00:57:45.584Z,rainFall,0
Organic Ossi's Impact That Lasts plantase,2019-01-19T08:06:06.201Z,temperature,-12.3
Organic Ossi's Impact That Lasts plantase,2019-01-19T06:26:07.538Z,temperature,-12.8
Organic Ossi's Impact That Lasts plantase,2019-01-19T19:32:38.374Z,temperature,-14.2
Organic Ossi's Impact That Lasts plantase,2019-01-19T06:56:51.808Z,temperature,-12.8
Organic Ossi's Impact That Lasts plantase,2019-01-19T06:37:50.103Z,temperature,-11.2
Organic Ossi's Impact That Lasts plantase,2019-01-19T14:27:21.347Z,temperature,-11.4
Organic Ossi's Impact That Lasts plantase,2019-01-19T18:04:41.367Z,temperature,-12.6
Organic Ossi's Impact That Lasts plantase,2019-01-19T13:25:16.871Z,temperature,-11.6
Organic Ossi's Impact That Lasts plantase,2019-01-20T13:25:16.871Z,pH,6.41
Organic Ossi's Impact That Lasts plantase,2019-01-20T13:25:16.871Z,rainFall,5.5
Organic Ossi's Impact That Lasts plantase,2019-01-20T20:54:08.974Z,temperature,-9.1
Organic Ossi's Impact That Lasts plantase,2019-01-20T03:08:46.125Z,temperature,-7.9
Organic Ossi's Impact That Lasts plantase,2019-01-19T23:53:35.004Z,temperature,-11.8
Organic Ossi's Impact That Lasts plantase,2019-01-20T23:53:35.004Z,pH,6.93
Organic Ossi's Impact That Lasts plantase,2019-01-20T23:53:35.004Z,rainFall,2.9
Organic Ossi's Impact That Lasts plantase,2019-01-21T00:52:05.227Z,temperature,-15.8
Organic Ossi's Impact That Lasts plantase,2019-01-20T23:58:47.134Z,temperature,-15.4
Organic Ossi's Impact That Lasts plantase,2019-01-21T08:41:35.340Z,temperature,-11.5
Organic Ossi's Impact That Lasts plantase,2019-01-21T13:40:16.013Z,temperature,-11.9
Organic Ossi's Impact That Lasts plantase,2019-01-22T13:40:16.013Z,pH,6.93
Organic Ossi's Impact That Lasts plantase,2019-01-22T13:40:16.013Z,rainFall,3.0
Organic Ossi's Impact That Lasts plantase,2019-01-22T08:14:21.621Z,temperature,-5.8
Organic Ossi's Impact That Lasts plantase,2019-01-22T19:29:37.781Z,temperature,-8.2
Organic Ossi's Impact That Lasts plantase,2019-01-22T12:16:50.328Z,temperature,-4.7
Organic Ossi's Impact That Lasts plantase,2019-01-22T01:20:39.053Z,temperature,-7.2
Organic Ossi's Impact That Lasts plantase,2019-01-23T01:20:39.053Z,pH,6.47
Organic Ossi's Impact That Lasts plantase,2019-01-23T01:20:39.053Z,rainFall,0
Organic Ossi's Impact That Lasts plantase,2019-01-22T22:54:58.181Z,temperature,-10.2
Organic Ossi's Impact That Lasts plantase,2019-01-23T22:54:58.181Z,pH,7.23
Organic Ossi's Impact That Lasts plantase,2019-01-23T22:54:58.181Z,rainFall,0
Organic Ossi's Impact That Lasts plantase,2019-01-24T20:07:15.891Z,temperature,-15.1
Organic Ossi's Impact That Lasts plantase,2019-01-24T15:43:18.021Z,temperature,-13.0
Organic Ossi's Impact That Lasts plantase,2019-01-25T15:43:18.021Z,pH,6.79
Organic Ossi's Impact That Lasts plantase,2019-01-25T15:43:18.021Z,rainFall,6.4
Organic Ossi's Impact That Lasts plantase,2019-01-25T11:55:32.834Z,temperature,-3.1
Organic Ossi's Impact That Lasts plantase,2019-01-24T22:07:48.274Z,temperature,-9.5
Organic Ossi's Impact That Lasts plantase,2019-01-25T22:07:48.274Z,pH,7.22
Organic Ossi's Impact That Lasts plantase,2019-01-25T22:07:48.274Z,rainFall,0
Organic Ossi's Impact That Lasts plantase,2019-01-26T19:31:23.482Z,temperature,-12.2
Organic Ossi's Impact That Lasts plantase,2019-01-26T18:25:37.859Z,temperature,-12.3
Organic Ossi's Impact That Lasts plantase,2019-01-26T19:06:03.774Z,temperature,-14.0
Organic Ossi's Impact That Lasts plantase,2019-01-26T13:40:47.872Z,temperature,-11.1
Organic Ossi's Impact That Lasts plantase,2019-01-26T20:45:47.183Z,temperature,-14.4
Organic Ossi's Impact That Lasts plantase,2019-01-27T20:45:47.183Z,pH,6.44
Organic Ossi's Impact That Lasts plantase,2019-01-27T20:45:47.183Z,rainFall,2.5
Organic Ossi's Impact That Lasts plantase,2019-01-27T14:06:12.399Z,temperature,-6.6
Organic Ossi's Impact That Lasts plantase,2019-01-27T00:55:31.626Z,temperature,-9.2
Organic Ossi's Impact That Lasts plantase,2019-01-27T06:06:40.339Z,temperature,-6.7
Organic Ossi's Impact That Lasts plantase,2019-01-28T06:06:40.339Z,pH,6.40
Organic Ossi's Impact That Lasts plantase,2019-01-28T06:06:40.339Z,rainFall,2.8
Organic Ossi's Impact That Lasts plantase,2019-01-28T09:35:22.015Z,temperature,-15.6
Organic Ossi's Impact That Lasts plantase,2019-01-28T18:28:39.592Z,temperature,-17.5
Organic Ossi's Impact That Lasts plantase,2019-01-29T18:28:39.592Z,pH,7.11
Organic Ossi's Impact That Lasts plantase,2019-01-29T18:28:39.592Z,rainFall,0
Organic Ossi's Impact That Lasts plantase,2019-01-29T20:40:53.469Z,temperature,-18.6
Organic Ossi's Impact That Lasts plantase,2019-01-29T11:13:03.907Z,temperature,-14.8
Organic Ossi's Impact That Lasts plantase,2019-01-29T10:34:52.691Z,temperature,-14.0
Organic Ossi's Impact That Lasts plantase,2019-01-30T10:34:52.691Z,pH,7.03
Organic Ossi's Impact That Lasts plantase,2019-01-30T10:34:52.691Z,rainFall,0
Organic Ossi's Impact That Lasts plantase,2019-01-30T21:24:48.861Z,temperature,-5.2
Organic Ossi's Impact That Lasts plantase,2019-01-30T02:23:57.536Z,temperature,-3.0
Organic Ossi's Impact That Lasts plantase,2019-01-30T21:39:40.990Z,temperature,-3.6
Organic Ossi's Impact That Lasts plantase,2019-01-30T08:54:24.090Z,temperature,-0.7
Organic Ossi's Impact That Lasts plantase,2019-01-30T19:17:38.034Z,temperature,-3.9
Organic Ossi's Impact That Lasts plantase,2019-01-30T03:09:07.068Z,temperature,-2.1
Organic Ossi's Impact That Lasts plantase,2019-01-30T06:10:29.376Z,temperature,-1.9
Organic Ossi's Impact That Lasts plantase,2019-01-29T22:58:10.590Z,temperature,-5.8
Organic Ossi's Impact That Lasts plantase,2019-01-30T22:58:10.590Z,pH,6.87
Organic Ossi's Impact That Lasts plantase,2019-01-30T22:58:10.590Z,rainFall,0
Organic Ossi's Impact That Lasts plantase,2019-01-30T22:47:20.141Z,temperature,-7.9
Organic Ossi's Impact That Lasts plantase,2019-01-31T12:06:32.893Z,temperature,-2.1
Organic Ossi's Impact That Lasts plantase,2019-01-31T18:00:44.787Z,temperature,-3.9
Organic Ossi's Impact That Lasts plantase,2019-01-31T14:59:44.114Z,temperature,-3.5
Organic Ossi's Impact That Lasts plantase,2019-02-01T14:59:44.114Z,pH,6.84
Organic Ossi's Impact That Lasts plantase,2019-02-01T14:59:44.114Z,rainFall,1.4
Organic Ossi's Impact That Lasts plantase,2019-02-01T20:50:56.386Z,temperature,-17.3
Organic Ossi's Impact That Lasts plantase,2019-02-01T00:26:15.198Z,temperature,-18.9
Organic Ossi's Impact That Lasts plantase,2019-02-01T19:44:53.065Z,temperature,-17.1
Organic Ossi's Impact That Lasts plantase,2019-02-01T17:20:52.337Z,temperature,-15.8
Organic Ossi's Impact That Lasts plantase,2019-02-01T11:00:00.005Z,temperature,-14.4
Organic Ossi's Impact That Lasts plantase,2019-02-01T10:14:19.167Z,temperature,-14.6
Organic Ossi's Impact That Lasts plantase,2019-02-02T10:14:19.167Z,pH,6.54
Organic Ossi's Impact That Lasts plantase,2019-02-02T10:14:19.167Z,rainFall,2.0
Organic Ossi's Impact That Lasts plantase,2019-02-01T23:51:00.418Z,temperature,-15.2
Organic Ossi's Impact That Lasts plantase,2019-02-02T14:36:02.316Z,temperature,-10.2
Organic Ossi's Impact That Lasts plantase,2019-02-02T07:31:57.280Z,temperature,-11.2
Organic Ossi's Impact That Lasts plantase,2019-02-02T04:01:29.192Z,temperature,-11.7
Organic Ossi's Impact That Lasts plantase,2019-02-01T22:34:37.544Z,temperature,-16.5
Organic Ossi's Impact That Lasts plantase,2019-02-02T12:26:06.492Z,temperature,-11.5
Organic Ossi's Impact That Lasts plantase,2019-02-02T18:24:40.192Z,temperature,-13.3
Organic Ossi's Impact That Lasts plantase,2019-02-02T18:05:35.060Z,temperature,-11.9
Organic Ossi's Impact That Lasts plantase,2019-02-01T22:29:16.473Z,temperature,-15.6
Organic Ossi's Impact That Lasts plantase,2019-02-02T13:37:53.579Z,temperature,-10.7
Organic Ossi's Impact That Lasts plantase,2019-02-03T13:37:53.579Z,pH,6.75
Organic Ossi's Impact That Lasts plantase,2019-02-03T13:37:53.579Z,rainFall,2.2
Organic Ossi's Impact That Lasts plantase,2019-02-03T17:30:09.496Z,temperature,-2.6
Organic Ossi's Impact That Lasts plantase,2019-02-03T08:26:53.874Z,temperature,-1.2
Organic Ossi's Impact That Lasts plantase,2019-02-03T20:09:02.154Z,temperature,-4.8
Organic Ossi's Impact That Lasts plantase,2019-02-03T06:43:44.951Z,temperature,-0.8
Organic Ossi's Impact That Lasts plantase,2019-02-03T14:27:32.144Z,temperature,-2.3
Organic Ossi's Impact That Lasts plantase,2019-02-04T14:27:32.144Z,pH,6.51
Organic Ossi's Impact That Lasts plantase,2019-02-04T14:27:32.144Z,rainFall,4.2
Organic Ossi's Impact That Lasts plantase,2019-02-04T00:19:59.209Z,temperature,-11.0
Organic Ossi's Impact That Lasts plantase,2019-02-04T17:31:48.013Z,temperature,-9.4
Organic Ossi's Impact That Lasts plantase,2019-02-04T14:55:00.012Z,temperature,-8.8
Organic Ossi's Impact That Lasts plantase,2019-02-04T13:12:28.634Z,temperature,-8.3
Organic Ossi's Impact That Lasts plantase,2019-02-04T06:13:49.675Z,temperature,-7.9
Organic Ossi's Impact That Lasts plantase,2019-02-04T09:04:16.409Z,temperature,-6.9
Organic Ossi's Impact That Lasts plantase,2019-02-03T23:42:29.176Z,temperature,-10.9
Organic Ossi's Impact That Lasts plantase,2019-02-04T23:42:29.176Z,pH,6.77
Organic Ossi's Impact That Lasts plantase,2019-02-04T23:42:29.176Z,rainFall,0
Organic Ossi's Impact That Lasts plantase,2019-02-05T12:06:44.033Z,temperature,-0.8
Organic Ossi's Impact That Lasts plantase,2019-02-04T23:25:30.475Z,temperature,-3.9
Organic Ossi's Impact That Lasts plantase,2019-02-04T23:59:29.284Z,temperature,-4.8
Organic Ossi's Impact That Lasts plantase,2019-02-05T09:49:11.711Z,temperature,-1.3
Organic Ossi's Impact That Lasts plantase,2019-02-06T09:49:11.711Z,pH,6.85
Organic Ossi's Impact That Lasts plantase,2019-02-06T09:49:11.711Z,rainFall,2.2
Organic Ossi's Impact That Lasts plantase,2019-02-06T17:00:44.736Z,temperature,-0.4
Organic Ossi's Impact That Lasts plantase,2019-02-05T22:06:33.683Z,temperature,-4.2
Organic Ossi's Impact That Lasts plantase,2019-02-06T04:01:15.669Z,temperature,0.2
Organic Ossi's Impact That Lasts plantase,2019-02-06T01:40:48.687Z,temperature,-2.1
Organic Ossi's Impact That Lasts plantase,2019-02-06T15:47:00.858Z,temperature,1.1
Organic Ossi's Impact That Lasts plantase,2019-02-06T15:49:31.331Z,temperature,0.5
Organic Ossi's Impact That Lasts plantase,2019-02-06T07:34:59.854Z,temperature,0.3
Organic Ossi's Impact That Lasts plantase,2019-02-07T07:34:59.854Z,pH,6.56
Organic Ossi's Impact That Lasts plantase,2019-02-07T07:34:59.854Z,rainFall,0
Organic Ossi's Impact That Lasts plantase,2019-02-07T14:16:57.990Z,temperature,-2.7
Organic Ossi's Impact That Lasts plantase,2019-02-08T14:16:57.990Z,pH,7.06
Organic Ossi's Impact That Lasts plantase,2019-02-08T14:16:57.990Z,rainFall,0
Organic Ossi's Impact That Lasts plantase,2019-02-07T22:07:13.615Z,temperature,-13.6
Organic Ossi's Impact That Lasts plantase,2019-02-08T17:03:50.851Z,temperature,-10.0
Organic Ossi's Impact That Lasts plantase,2019-02-09T17:03:50.851Z,pH,6.96
Organic Ossi's Impact That Lasts plantase,2019-02-09T17:03:50.851Z,rainFall,0
Organic Ossi's Impact That Lasts plantase,2019-02-09T20:48:49.744Z,temperature,-9.7
Organic Ossi's Impact That Lasts plantase,2019-02-09T14:57:20.446Z,temperature,-7.2
Organic Ossi's Impact That Lasts plantase,2019-02-09T16:07:55.841Z,temperature,-8.7
Organic Ossi's Impact That Lasts plantase,2019-02-09T02:42:54.367Z,temperature,-9.5
Organic Ossi's Impact That Lasts plantase,2019-02-09T06:01:38.184Z,temperature,-6.3
Organic Ossi's Impact That Lasts plantase,2019-02-10T06:01:38.184Z,pH,7.07
Organic Ossi's Impact That Lasts plantase,2019-02-10T06:01:38.184Z,rainFall,2.1
Organic Ossi's Impact That Lasts plantase,2019-02-10T06:20:15.460Z,temperature,-8.5
Organic Ossi's Impact That Lasts plantase,2019-02-10T04:59:42.556Z,temperature,-8.2
Organic Ossi's Impact That Lasts plantase,2019-02-10T03:48:00.094Z,temperature,-8.9
Organic Ossi's Impact That Lasts plantase,2019-02-10T12:38:06.672Z,temperature,-8.0
Organic Ossi's Impact That Lasts plantase,2019-02-10T00:08:12.519Z,temperature,-10.8
Organic Ossi's Impact That Lasts plantase,2019-02-10T16:04:32.883Z,temperature,-8.0
Organic Ossi's Impact That Lasts plantase,2019-02-11T16:04:32.883Z,pH,6.42
Organic Ossi's Impact That Lasts plantase,2019-02-11T16:04:32.883Z,rainFall,0
Organic Ossi's Impact That Lasts plantase,2019-02-11T03:25:49.548Z,temperature,0.7
Organic Ossi's Impact That Lasts plantase,2019-02-11T16:34:08.285Z,temperature,1.4
Organic Ossi's Impact That Lasts plantase,2019-02-11T18:22:13.241Z,temperature,-0.4
Organic Ossi's Impact That Lasts plantase,2019-02-11T11:43:23.866Z,temperature,2.3
Organic Ossi's Impact That Lasts plantase,2019-02-11T19:46:45.513Z,temperature,0.5
Organic Ossi's Impact That Lasts plantase,2019-02-12T19:46:45.513Z,pH,6.84
Organic Ossi's Impact That Lasts plantase,2019-02-12T19:46:45.513Z,rainFall,2.2
Organic Ossi's Impact That Lasts plantase,2019-02-12T11:02:09.062Z,temperature,-8.4
Organic Ossi's Impact That Lasts plantase,2019-02-11T23:34:52.619Z,temperature,-13.2
Organic Ossi's Impact That Lasts plantase,2019-02-12T03:57:16.761Z,temperature,-10.2
Organic Ossi's Impact That Lasts plantase,2019-02-12T11:24:09.712Z,temperature,-8.5
Organic Ossi's Impact That Lasts plantase,2019-02-12T09:20:41.850Z,temperature,-7.2
Organic Ossi's Impact That Lasts plantase,2019-02-12T03:33:19.916Z,temperature,-9.1
Organic Ossi's Impact That Lasts plantase,2019-02-12T15:01:58.857Z,temperature,-8.8
Organic Ossi's Impact That Lasts plantase,2019-02-13T15:01:58.857Z,pH,7.08
Organic Ossi's Impact That Lasts plantase,2019-02-13T15:01:58.857Z,rainFall,1.8
Organic Ossi's Impact That Lasts plantase,2019-02-13T02:28:03.716Z,temperature,-6.6
Organic Ossi's Impact That Lasts plantase,2019-02-12T22:01:42.561Z,temperature,-7.6
Organic Ossi's Impact That Lasts plantase,2019-02-13T13:53:06.536Z,temperature,-4.3
